Iteration,Slotting,Batching,Routing,Total Distance Walked (m),Total Time (min),Average Picker Distance (m),Average Picker Time (min),Max Picker Distance (m),Min Picker Distance (m),Average Orders per Picker,Average Lines per Order,Average Batch Size,SKU Overlap,Average Aisles Visited,Average Penetration Depth,Picks by Class (%),Average Distance to A-class SKU,Orders Variance,Lines Variance,Distance Variance
29,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1148.75,102.86111111111111,229.75,20.572222222222226,289.25,59.75,25.0,4.688,25.0,28,7.25,20.517241379310345,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3771.7,9450.25
30,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1058.75,94.8611111111111,211.75,18.97222222222222,279.25,139.75,25.0,3.728,25.0,32,6.75,17.22222222222222,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,532.7,3786.75
31,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1242.25,102.93888888888888,248.45,20.587777777777777,273.25,191.25,25.0,4.112,25.0,20,6.75,17.59259259259259,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1405.2,1065.2
32,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1016.75,93.26111111111112,203.35,18.652222222222225,265.25,117.75,25.0,3.584,25.0,18,7.25,16.103448275862068,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,452.8,3220.55
33,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1149.75,100.88333333333331,229.95,20.176666666666666,285.75,153.75,25.0,3.968,25.0,24,6.75,19.51851851851852,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,599.7,2778.075
34,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1104.75,100.88333333333334,220.95,20.176666666666666,263.75,145.25,25.0,3.608,25.0,20,7.75,17.387096774193548,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2183.7,1997.45
35,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1034.25,93.31666666666666,206.85,18.663333333333334,287.25,143.25,25.0,4.112,25.0,31,8.0,19.625,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1784.7,4816.8
36,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1237.25,106.1611111111111,247.45,21.23222222222222,323.25,123.75,25.0,3.592,25.0,26,7.25,17.482758620689655,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3397.2,9483.075
37,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1178.25,100.85,235.65,20.17,325.25,161.25,25.0,4.296,25.0,30,7.75,17.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1616.3,3860.8
38,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,863.75,73.52777777777777,172.75,14.705555555555554,305.25,59.75,25.0,3.552,25.0,19,6.75,18.48148148148148,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1075.7,12935.875
39,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,794.25,69.98333333333333,158.85,13.996666666666666,335.25,3.75,25.0,3.464,25.0,20,5.75,18.73913043478261,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1585.8,24933.05
40,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1208.75,97.19444444444444,241.75,19.43888888888889,341.25,137.75,25.0,3.064,25.0,26,7.0,17.714285714285715,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,303.3,9886.75
41,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1303.75,108.63888888888889,260.75,21.727777777777774,307.75,153.75,25.0,3.672,25.0,22,7.25,18.517241379310345,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,619.7,4085.875
42,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1124.75,102.32777777777778,224.95,20.465555555555557,349.25,123.25,25.0,4.136,25.0,33,8.0,17.25,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1191.8,10173.95
43,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1022.25,87.05,204.45,17.41,333.75,107.75,25.0,3.848,25.0,19,7.25,18.517241379310345,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1034.7,10867.45
44,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1049.75,90.99444444444445,209.95,18.19888888888889,291.75,71.25,25.0,2.984,25.0,17,6.25,17.56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,382.3,9104.075
45,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1201.25,102.02777777777777,240.25,20.405555555555555,315.25,103.75,25.0,3.176,25.0,24,6.25,17.96,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,819.8,9907.875
46,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1132.25,96.49444444444444,226.45,19.298888888888886,311.25,65.25,25.0,4.328,25.0,14,6.5,18.76923076923077,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2324.7,10105.2
47,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1065.75,88.01666666666667,213.15,17.603333333333335,375.25,129.75,25.0,3.96,25.0,23,7.0,18.857142857142858,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,345,10244.675
48,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,999.75,87.55,199.95,17.509999999999998,353.75,97.75,25.0,4.064,25.0,24,6.75,18.85185185185185,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,606.3,13040.075
49,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,975.75,81.35,195.15,16.27,359.25,47.75,25.0,3.16,25.0,22,6.75,19.37037037037037,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1536,20267.175
50,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1122.25,94.60555555555555,224.45,18.92111111111111,301.75,27.25,25.0,4.648,25.0,26,7.25,18.448275862068964,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2430.2,12864.45
51,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1195.25,106.22777777777779,239.05,21.245555555555555,317.25,125.75,25.0,4.08,25.0,33,6.75,18.555555555555557,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1478,10571.575
52,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1130.25,96.11666666666666,226.05,19.223333333333336,363.25,123.25,25.0,4.192,25.0,26,7.0,18.928571428571427,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2234.7,12315.2
53,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1230.75,107.01666666666667,246.15,21.403333333333332,305.25,177.75,25.0,3.208,25.0,29,7.25,17.413793103448278,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,383.7,3234.05
54,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1102.75,95.8388888888889,220.55,19.16777777777778,323.25,115.25,25.0,4.672,25.0,39,6.75,16.77777777777778,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2483.2,5619.45
55,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1179.25,108.87222222222222,235.85,21.774444444444445,307.25,87.75,25.0,3.616,25.0,36,7.5,15.666666666666666,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1821.8,8449.175
56,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1143.75,103.08333333333333,228.75,20.616666666666667,293.75,141.75,25.0,4.88,25.0,33,7.0,18.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3672,3938.875
57,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1263.75,103.74999999999999,252.75,20.749999999999996,295.75,217.25,25.0,2.488,25.0,18,8.25,18.87878787878788,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,659.7,1142.375
58,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1208.25,94.85000000000001,241.65,18.970000000000006,351.75,13.75,25.0,3.616,25.0,14,7.25,19.82758620689655,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1412.8,19300.55
59,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1169.75,99.32777777777778,233.95,19.865555555555556,299.75,169.25,25.0,4.184,25.0,30,7.75,17.774193548387096,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1950.8,3809.075
60,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1248.75,102.75000000000001,249.75,20.550000000000004,339.25,107.75,25.0,3.152,25.0,18,7.5,18.933333333333334,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,764.7,7999.25
61,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1249.25,106.09444444444443,249.85,21.218888888888888,303.25,159.75,25.0,3.656,25.0,33,7.25,17.620689655172413,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1321.8,3537.675
62,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1205.25,99.11666666666666,241.05,19.823333333333334,323.75,15.75,25.0,4.928,25.0,25,6.5,19.076923076923077,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5055.2,17007.075
63,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1181.25,106.25,236.25,21.25,311.75,55.75,25.0,3.592,25.0,30,7.25,19.551724137931036,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1246.7,11664.875
64,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,868.25,77.29444444444445,173.65,15.45888888888889,313.25,83.75,25.0,3.128,25.0,14,6.25,17.24,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,339.2,10573.05
65,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,997.25,90.16111111111111,199.45,18.032222222222224,281.25,121.75,25.0,3.944,25.0,23,6.5,18.153846153846153,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2226.8,5481.075
66,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,730.25,59.89444444444445,146.05,11.97888888888889,341.25,7.75,25.0,3.032,25.0,18,5.75,17.695652173913043,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1793.2,24429.95
67,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1149.25,101.20555555555555,229.85,20.241111111111113,317.25,81.75,25.0,3.12,25.0,26,6.25,17.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1236,11619.675
68,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1154.75,97.32777777777778,230.95,19.465555555555557,289.25,61.75,25.0,4.592,25.0,24,7.0,17.428571428571427,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3492.7,9210.45
69,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1152.75,98.28333333333333,230.55,19.65666666666667,331.75,109.25,25.0,3.936,25.0,31,6.75,17.444444444444443,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,375.8,6758.45
70,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1380.75,114.01666666666668,276.15,22.803333333333338,405.25,133.25,25.0,4.04,25.0,26,7.75,17.580645161290324,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2284,16710.55
71,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1147.25,96.49444444444445,229.45,19.29888888888889,277.25,127.75,25.0,3.048,25.0,15,7.25,18.24137931034483,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1836.2,4269.075
72,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1044.75,90.21666666666667,208.95,18.043333333333333,253.25,75.75,25.0,4.232,25.0,23,6.75,18.40740740740741,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3203.2,5665.45
73,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,723.75,59.74999999999999,144.75,11.949999999999998,283.25,5.75,25.0,3.0,25.0,12,6.25,17.72,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2779.5,18888.875
74,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1303.25,114.29444444444445,260.65,22.858888888888888,347.25,141.25,25.0,5.288,25.0,34,7.25,19.137931034482758,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2241.7,5533.675
75,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1075.25,93.5611111111111,215.05,18.71222222222222,269.25,111.25,25.0,3.536,25.0,16,8.0,17.8125,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,920.3,3690.075
76,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1130.25,93.11666666666666,226.05,18.623333333333335,317.75,7.75,25.0,2.824,25.0,11,6.5,18.153846153846153,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,900.8,17741.95
77,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1103.25,95.51666666666667,220.65,19.103333333333335,325.25,145.75,25.0,3.824,25.0,27,7.75,15.96774193548387,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1499.3,7595.675
78,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,955.75,85.57222222222222,191.15,17.11444444444444,285.75,117.25,25.0,3.784,25.0,24,6.25,19.32,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,661.8,6608.675
79,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,985.75,80.57222222222222,197.15,16.11444444444444,303.25,101.75,25.0,3.032,25.0,15,6.75,19.88888888888889,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,211.7,9218.675
80,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1285.25,108.89444444444443,257.05,21.778888888888886,347.25,39.75,25.0,3.32,25.0,24,7.25,18.517241379310345,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2104,16050.075
81,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1082.75,97.0611111111111,216.55,19.41222222222222,287.25,107.75,25.0,3.384,25.0,26,7.25,14.586206896551724,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1320.8,4353.95
82,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1198.25,103.9611111111111,239.65,20.79222222222222,337.25,129.25,25.0,3.528,25.0,26,6.75,17.444444444444443,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1178.7,8524.8
83,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,910.75,81.2388888888889,182.15,16.24777777777778,257.75,139.75,25.0,4.392,25.0,38,6.25,17.56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,915.2,2882.8
84,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,849.25,71.20555555555556,169.85,14.241111111111113,325.25,13.75,25.0,3.008,25.0,26,5.75,19.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1515.2,22594.675
85,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,709.75,60.10555555555555,141.95,12.02111111111111,295.25,9.75,25.0,3.168,25.0,15,5.5,18.363636363636363,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2643.2,17941.575
86,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1092.75,91.95000000000002,218.55,18.39,269.75,185.25,25.0,4.08,25.0,34,6.75,18.62962962962963,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,539,1999.95
87,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1311.25,108.13888888888889,262.25,21.627777777777776,351.25,67.75,25.0,3.544,25.0,22,7.5,19.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,540.8,15297.375
88,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1230.25,102.3388888888889,246.05,20.46777777777778,311.25,147.75,25.0,3.992,25.0,29,7.5,17.4,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3716.2,3636.45
89,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,946.25,89.36111111111111,189.25,17.872222222222224,299.25,105.75,25.0,4.12,25.0,37,6.75,16.48148148148148,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1352,7717.25
90,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,934.25,84.09444444444443,186.85,16.818888888888885,233.25,127.25,25.0,3.888,25.0,16,5.75,16.391304347826086,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1587.2,2646.8
91,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1252.75,110.83888888888889,250.55,22.167777777777776,331.25,61.75,25.0,3.808,25.0,23,7.25,17.482758620689655,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1588.7,11529.95
92,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1223.75,104.19444444444443,244.75,20.83888888888889,307.25,97.75,25.0,4.584,25.0,24,6.5,18.53846153846154,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1150.3,7398.875
93,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1242.25,104.27222222222221,248.45,20.854444444444443,327.75,85.75,25.0,4.872,25.0,29,7.75,18.741935483870968,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3051.2,10300.45
94,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1258.25,108.96111111111112,251.65,21.79222222222222,315.75,111.75,25.0,4.168,25.0,26,7.5,16.933333333333334,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1515.2,7677.05
95,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1430.75,116.79444444444444,286.15,23.358888888888888,335.25,141.75,25.0,3.832,25.0,29,8.5,19.764705882352942,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1411.7,6847.05
96,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1377.25,108.60555555555555,275.45,21.72111111111111,353.25,143.75,25.0,3.152,25.0,28,7.5,19.933333333333334,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1199.7,7954.075
97,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1176.75,105.81666666666666,235.35,21.163333333333334,299.25,97.25,25.0,3.704,25.0,31,6.5,17.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,939.3,8214.05
98,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1286.75,105.92777777777778,257.35,21.185555555555556,337.25,201.25,25.0,3.832,25.0,30,8.0,18.9375,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,993.2,4090.05
99,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,999.75,89.21666666666667,199.95,17.84333333333333,303.75,105.75,25.0,3.696,25.0,24,7.0,19.5,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1728.3,8037.575
100,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1284.75,104.21666666666668,256.95,20.843333333333337,303.75,163.25,25.0,3.32,25.0,27,7.0,19.857142857142858,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,558.5,3696.45
1,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1130.25,92.11666666666669,226.05,18.423333333333336,349.25,123.75,25.0,3.848,25.0,32,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,32.7,9895.95
2,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1449.25,110.20555555555555,289.85,22.04111111111111,415.25,213.75,25.0,4.304,25.0,41,8.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2570.3,6918.675
3,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1672.75,124.50555555555556,334.55,24.901111111111113,393.25,257.25,25.0,3.904,25.0,29,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,914.3,3779.45
4,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1118.75,82.8611111111111,223.75,16.57222222222222,327.25,23.75,25.0,4.432,25.0,11,5.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1728.7,14014.75
