Iteration,Slotting,Batching,Routing,Total Distance Walked (m),Total Time (min),Average Picker Distance (m),Average Picker Time (min),Max Picker Distance (m),Min Picker Distance (m),Average Orders per Picker,Average Lines per Order,Average Batch Size,SKU Overlap,Average Aisles Visited,Average Penetration Depth,Picks by Class (%),Average Distance to A-class SKU,Orders Variance,Lines Variance,Distance Variance
4,RandomSlotting,GreedyProximityBatching,SShapeRouting,2358.75,232.08333333333334,471.75,46.416666666666664,481.25,433.75,25.0,4.192,25.0,34,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3286.7,451.25
5,RandomSlotting,GreedyProximityBatching,SShapeRouting,2179.25,202.09444444444443,435.85,40.41888888888889,481.25,345.75,25.0,4.16,25.0,33,10.0,20.475,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3101,4106.675
6,RandomSlotting,GreedyProximityBatching,SShapeRouting,1981.25,194.69444444444443,396.25,38.93888888888888,481.25,239.25,25.0,3.272,25.0,19,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1803.2,8508.875
7,RandomSlotting,GreedyProximityBatching,SShapeRouting,2068.75,196.97222222222223,413.75,39.39444444444445,481.25,279.75,25.0,3.648,25.0,29,9.0,20.416666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2301.2,9079.25
8,RandomSlotting,GreedyProximityBatching,SShapeRouting,2006.75,191.2611111111111,401.35,38.25222222222222,481.25,323.75,25.0,2.856,25.0,19,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1532.3,3182.55
9,RandomSlotting,GreedyProximityBatching,SShapeRouting,2028.75,205.08333333333334,405.75,41.016666666666666,481.25,283.25,25.0,4.048,25.0,34,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4204.7,6985.25
10,RandomSlotting,GreedyProximityBatching,SShapeRouting,2252.25,209.71666666666667,450.45,41.943333333333335,481.25,371.25,25.0,4.224,25.0,34,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2136.8,2081.2
1,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3339.9171086615634,246.88704685914587,667.9834217323126,49.37740937182918,774.6617524730543,491.41086291712054,25.0,3.896,25.0,26,9.5,20.263157894736842,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1675.8,13280.673483830798
2,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3530.8951578674837,258.1310035081663,706.1790315734968,51.62620070163326,840.3952635858966,605.6512367611714,25.0,4.336,25.0,30,10.0,20.1,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1716.8,8912.01432401256
3,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3258.3780530910417,227.07506784646756,651.6756106182083,45.415013569293514,765.427059713669,468.687135615525,25.0,3.544,25.0,18,9.75,20.17948717948718,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3309.8,12088.325522858668
4,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3133.7471338480123,242.97215852995583,626.7494267696025,48.59443170599117,690.5167511633869,550.5437126639416,25.0,4.184,25.0,41,10.0,19.4,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1852.3,3776.2119682062216
5,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3152.04765217923,237.71217004842734,630.409530435846,47.54243400968547,714.4222250864514,433.5246983698867,25.0,3.736,25.0,32,9.5,18.94736842105263,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1998.3,13944.84231687869
6,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3207.808850880258,240.61797446400573,641.5617701760516,48.123594892801144,784.7045755810622,469.67622618717706,25.0,3.728,25.0,23,9.5,20.157894736842106,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3252.2,12632.281465736965
7,RandomSlotting,GreedyProximityBatching,LargestGapRouting,3087.745746654069,233.61657214786823,617.5491493308139,46.72331442957364,741.6503903037235,449.1252112524398,25.0,2.96,25.0,37,9.5,19.36842105263158,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1672,11171.794424929472
8,RandomSlotting,GreedyProximityBatching,LargestGapRouting,2870.1673634661643,204.4481636325814,574.0334726932329,40.88963272651628,756.1988944963969,492.8194733450441,25.0,2.864,25.0,26,9.75,19.564102564102566,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,868.8,12957.514461058332
9,RandomSlotting,GreedyProximityBatching,LargestGapRouting,2658.544725987868,185.74543835528593,531.7089451975736,37.14908767105718,702.0970514838325,90.11067977499789,25.0,4.104,25.0,18,7.75,18.967741935483872,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4978.3,65087.6052024047
10,RandomSlotting,GreedyProximityBatching,LargestGapRouting,2884.609943452905,216.76910985450897,576.921988690581,43.3538219709018,704.6027325684979,294.2127386413302,25.0,3.96,25.0,32,9.0,19.27777777777778,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2270,26107.15510049476
1,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2428.25,220.29444444444442,485.65,44.05888888888889,537.25,415.25,25.0,3.96,25.0,22,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1626,2776.8
2,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2496.75,189.15,499.35,37.830000000000005,529.25,461.75,25.0,4.48,25.0,23,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3249,866.55
3,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2294.25,209.31666666666666,458.85,41.86333333333334,497.25,413.25,25.0,3.576,25.0,31,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2041.8,946.8
4,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2033.25,158.85,406.65,31.77,491.25,235.75,25.0,3.984,25.0,14,9.0,20.416666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2814.8,10103.675
5,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2360.75,219.46111111111114,472.15,43.89222222222223,517.75,327.25,25.0,3.84,25.0,27,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2013,6614.55
6,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2002.75,186.8388888888889,400.55,37.367777777777775,459.25,243.25,25.0,3.352,25.0,23,9.25,20.43243243243243,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2141.2,7908.45
7,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2398.25,190.9611111111111,479.65,38.19222222222222,545.25,425.75,25.0,3.496,25.0,24,10.0,20.475,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1753.8,1963.55
8,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2153.25,194.51666666666668,430.65,38.90333333333333,475.25,299.75,25.0,3.152,25.0,30,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,438.2,5401.675
9,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2069.25,208.65000000000003,413.85,41.730000000000004,515.25,205.75,25.0,3.936,25.0,30,9.0,19.86111111111111,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3314.3,14490.675
10,RandomSlotting,GreedyProximityBatching,HybridCombinedRouting,2165.25,195.78333333333333,433.05,39.156666666666666,497.25,319.75,25.0,4.232,25.0,24,9.5,20.526315789473685,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2804.7,6995.075
1,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1404.75,132.55,280.95,26.509999999999998,455.25,100.25,25.0,3.448,25.0,18,8.75,18.8,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4600.7,29688.45
2,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1984.75,191.10555555555555,396.95,38.221111111111114,479.25,331.25,25.0,3.512,25.0,32,10.0,20.3,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,6846.2,5024.45
3,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1749.25,173.20555555555558,349.85,34.64111111111111,479.25,283.75,25.0,3.28,25.0,25,9.75,18.974358974358974,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5361,8549.675
4,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1667.75,173.7277777777778,333.55,34.74555555555556,479.25,233.75,25.0,3.512,25.0,38,9.5,17.894736842105264,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,7525.7,13910.575
5,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1810.25,171.89444444444447,362.05,34.378888888888895,477.25,304.25,25.0,3.128,25.0,22,9.5,19.05263157894737,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4664.7,5828.7
6,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1669.25,165.76111111111112,333.85,33.15222222222223,477.25,224.25,25.0,2.768,25.0,25,9.25,20.2972972972973,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2931.2,12153.175
7,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1627.75,145.50555555555553,325.55,29.101111111111106,473.25,253.75,25.0,2.752,25.0,12,9.0,20.416666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3351.2,10328.575
8,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1892.75,171.7277777777778,378.55,34.345555555555556,477.25,340.25,25.0,2.704,25.0,20,10.0,19.45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2351.8,3434.95
9,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1764.75,173.55,352.95,34.71,477.25,290.25,25.0,2.936,25.0,33,9.5,19.473684210526315,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5344.8,7272.95
10,RandomSlotting,SeedSavingsBatching,SideGroupedRouting,1856.25,178.91666666666666,371.25,35.78333333333333,477.25,285.75,25.0,3.296,25.0,34,10.0,19.375,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3482.8,7427.375
1,RandomSlotting,SeedSavingsBatching,SShapeRouting,1566.25,130.4722222222222,313.25,26.09444444444444,481.25,143.75,25.0,3.328,25.0,20,8.75,20.4,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4508.7,25121.375
2,RandomSlotting,SeedSavingsBatching,SShapeRouting,2120.25,203.45,424.05,40.690000000000005,481.25,315.75,25.0,3.504,25.0,41,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,6327.8,4048.45
3,RandomSlotting,SeedSavingsBatching,SShapeRouting,1761.75,163.81666666666666,352.35,32.763333333333335,481.25,219.75,25.0,3.304,25.0,21,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5963.8,17112.675
4,RandomSlotting,SeedSavingsBatching,SShapeRouting,2006.75,168.92777777777778,401.35,33.785555555555554,481.25,305.25,25.0,3.496,25.0,25,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,6952.3,7791.55
5,RandomSlotting,SeedSavingsBatching,SShapeRouting,1871.25,171.25,374.25,34.25,481.25,272.25,25.0,3.176,25.0,22,9.75,20.46153846153846,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5457.8,10951.5
6,RandomSlotting,SeedSavingsBatching,SShapeRouting,1963.25,174.29444444444442,392.65,34.85888888888889,481.25,342.25,25.0,2.704,25.0,27,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3299.8,3335.675
7,RandomSlotting,SeedSavingsBatching,SShapeRouting,1840.25,168.22777777777776,368.05,33.64555555555555,481.25,289.75,25.0,2.752,25.0,27,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4230.2,7472.45
8,RandomSlotting,SeedSavingsBatching,SShapeRouting,1866.25,164.80555555555554,373.25,32.96111111111111,481.25,294.25,25.0,2.704,25.0,23,9.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1948.8,7978.375
9,RandomSlotting,SeedSavingsBatching,SShapeRouting,834.25,61.205555555555556,166.85,12.241111111111111,437.25,43.75,25.0,2.92,25.0,5,5.75,18.26086956521739,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2959.5,28893.55
10,RandomSlotting,SeedSavingsBatching,SShapeRouting,2014.25,178.09444444444443,402.85,35.61888888888889,481.25,363.75,25.0,3.2,25.0,31,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4071,2773.55
1,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2829.8094960695566,204.21798880154572,565.9618992139114,40.843597760309144,795.1084136531634,452.1700701825833,25.0,3.424,25.0,21,9.75,20.076923076923077,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3794.3,19671.980995693175
2,RandomSlotting,SeedSavingsBatching,LargestGapRouting,1874.1081439251084,118.31351430944686,374.8216287850217,23.66270286188937,771.0224322480523,121.20703256195421,25.0,3.688,25.0,7,7.0,20.428571428571427,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2698.7,84349.20113341612
3,RandomSlotting,SeedSavingsBatching,LargestGapRouting,3114.208020784611,229.20462268410247,622.8416041569222,45.840924536820495,715.469882821677,529.9024213988808,25.0,3.368,25.0,33,10.0,19.55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4579.2,7578.5791926749125
4,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2253.1428225036175,174.73650716674703,450.6285645007235,34.94730143334941,596.9577312588306,282.9821809828311,25.0,3.488,25.0,31,9.5,17.13157894736842,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,6180.7,24472.799038270634
5,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2786.2902921451155,202.5842287143359,557.2580584290231,40.516845742867176,763.1674335577197,388.39303026960874,25.0,3.184,25.0,31,9.75,19.974358974358974,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3831.8,27863.549519171076
6,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2882.271039833217,210.05046755184924,576.4542079666434,42.01009351036985,679.3317442432179,517.9690934281612,25.0,2.712,25.0,25,9.75,19.102564102564102,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2843.2,4381.035607379856
7,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2471.6821978432476,184.59293772984995,494.33643956864955,36.91858754596999,691.7522333162879,285.53068517550435,25.0,2.76,25.0,25,9.25,19.64864864864865,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3041,37627.352377104864
8,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2618.351436672104,189.51892081493563,523.6702873344208,37.90378416298713,675.6503903037235,417.7669239186689,25.0,2.72,25.0,19,9.25,19.37837837837838,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2768,14633.99629632933
9,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2636.4831145137764,194.5885136558617,527.2966229027553,38.91770273117234,686.4222250864514,456.57502284155686,25.0,2.952,25.0,26,9.25,20.135135135135137,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3130.2,9558.28721794071
10,RandomSlotting,SeedSavingsBatching,LargestGapRouting,2678.099899222057,199.17999776049015,535.6199798444114,39.83599955209804,700.8184110338284,440.63419350717504,25.0,3.248,25.0,24,9.25,19.054054054054053,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4779.2,10973.278452091416
1,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,2058.75,181.75,411.75,36.35,499.25,346.25,25.0,3.368,25.0,35,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5362.2,5008.25
2,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1825.75,160.57222222222222,365.15,32.114444444444445,503.25,239.75,25.0,3.728,25.0,30,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3875.2,14413.175
3,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1877.25,159.38333333333333,375.45,31.876666666666665,525.25,209.75,25.0,3.384,25.0,23,8.75,20.485714285714284,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5253.8,23573.075
4,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,2110.75,192.90555555555554,422.15,38.581111111111106,549.25,300.25,25.0,3.528,25.0,23,9.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,7882.7,13171.05
5,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,2152.25,181.49444444444444,430.45,36.29888888888889,493.25,346.25,25.0,3.136,25.0,24,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3410.3,5926.7
6,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,2197.75,178.8388888888889,439.55,35.76777777777777,565.25,357.75,25.0,2.72,25.0,32,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2441,7948.075
7,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1378.75,113.6388888888889,275.75,22.727777777777778,475.25,195.75,25.0,2.856,25.0,8,7.75,20.322580645161292,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2791.8,14925.125
8,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1953.25,160.40555555555554,390.65,32.081111111111106,509.25,324.25,25.0,2.688,25.0,25,9.5,20.44736842105263,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2544.7,5796.175
9,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1252.75,94.50555555555556,250.55,18.901111111111113,447.75,69.75,25.0,2.928,25.0,7,7.75,19.64516129032258,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3607.2,34494.825
10,RandomSlotting,SeedSavingsBatching,HybridCombinedRouting,1893.25,173.40555555555557,378.65,34.681111111111115,485.25,331.75,25.0,3.272,25.0,25,9.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3888.2,4201.175
1,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2226.25,212.47222222222223,445.25,42.49444444444445,471.25,391.25,25.0,4.008,25.0,26,10.0,20.45,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,1134.0
2,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2308.25,227.29444444444442,461.65,45.458888888888886,477.25,433.25,25.0,4.152,25.0,38,10.0,20.3,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,468.8
3,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2258.25,222.18333333333334,451.65,44.43666666666666,479.25,425.25,25.0,3.992,25.0,32,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,708.8
4,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2276.75,221.9277777777778,455.35,44.38555555555556,479.25,407.75,25.0,4.064,25.0,23,10.0,20.3,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,780.05
5,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2180.75,208.46111111111114,436.15,41.69222222222223,465.25,425.25,25.0,3.544,25.0,29,10.0,20.5,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,289.05
6,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2196.75,200.8166666666667,439.35,40.163333333333334,465.25,405.75,25.0,3.256,25.0,21,10.0,20.65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,683.55
7,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2238.25,203.73888888888888,447.65,40.74777777777777,457.25,443.25,25.0,3.08,25.0,26,10.0,20.75,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,30.8
8,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2016.25,180.4722222222222,403.25,36.09444444444444,451.25,371.25,25.0,2.968,25.0,22,10.0,20.35,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,116.7,1842.0
9,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2260.75,217.23888888888888,452.15,43.44777777777777,463.25,437.25,25.0,3.576,25.0,32,10.0,20.95,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,436.8,181.55
10,RandomSlotting,RoundRobinBatching,SideGroupedRouting,2238.25,220.07222222222222,447.65,44.01444444444444,469.25,417.25,25.0,3.616,25.0,37,10.0,20.3,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,150.3,772.8
1,RandomSlotting,RoundRobinBatching,SShapeRouting,2362.25,223.82777777777775,472.45,44.76555555555556,481.25,459.25,25.0,4.008,25.0,25,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,145.2
2,RandomSlotting,RoundRobinBatching,SShapeRouting,2384.25,239.31666666666663,476.85,47.86333333333333,481.25,459.25,25.0,4.152,25.0,38,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,96.8
3,RandomSlotting,RoundRobinBatching,SShapeRouting,2384.25,234.31666666666666,476.85,46.86333333333334,481.25,459.25,25.0,3.992,25.0,29,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,96.8
4,RandomSlotting,RoundRobinBatching,SShapeRouting,2362.25,234.16111111111107,472.45,46.832222222222214,481.25,437.25,25.0,4.064,25.0,40,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,387.2
5,RandomSlotting,RoundRobinBatching,SShapeRouting,2318.25,215.51666666666668,463.65,43.10333333333333,481.25,437.25,25.0,3.544,25.0,36,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,338.8
6,RandomSlotting,RoundRobinBatching,SShapeRouting,2296.25,204.69444444444443,459.25,40.93888888888888,481.25,415.25,25.0,3.256,25.0,22,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,726.0
7,RandomSlotting,RoundRobinBatching,SShapeRouting,2362.25,203.1611111111111,472.45,40.632222222222225,481.25,437.25,25.0,3.08,25.0,22,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,387.2
8,RandomSlotting,RoundRobinBatching,SShapeRouting,2186.25,190.25,437.25,38.05,459.25,415.25,25.0,2.968,25.0,29,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,116.7,484.0
9,RandomSlotting,RoundRobinBatching,SShapeRouting,2274.25,210.5388888888889,454.85,42.10777777777778,459.25,437.25,25.0,3.576,25.0,30,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,436.8,96.8
10,RandomSlotting,RoundRobinBatching,SShapeRouting,2248.75,189.63888888888889,449.75,37.927777777777784,481.25,411.75,25.0,3.616,25.0,28,9.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,150.3,693.25
1,RandomSlotting,RoundRobinBatching,LargestGapRouting,3182.9409174755165,239.73202038834478,636.5881834951033,47.94640407766896,715.2037291236145,532.07320256256,25.0,4.008,25.0,22,10.0,19.85,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,5133.9429971767495
2,RandomSlotting,RoundRobinBatching,LargestGapRouting,3229.3528618767623,250.43006359726138,645.8705723753525,50.08601271945228,741.469882821677,489.30901990455635,25.0,4.152,25.0,44,10.0,18.25,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,11138.583760119336
3,RandomSlotting,RoundRobinBatching,LargestGapRouting,3125.1611925502207,232.1146931677827,625.0322385100442,46.42293863355654,710.2934205733322,583.1084136531633,25.0,3.992,25.0,25,10.0,19.2,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,2785.6929198474254
4,RandomSlotting,RoundRobinBatching,LargestGapRouting,3597.946360542339,263.2876969009409,719.5892721084678,52.65753938018817,921.2692765702841,562.3203820738871,25.0,4.064,25.0,33,10.0,20.1,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,34442.168457425585
5,RandomSlotting,RoundRobinBatching,LargestGapRouting,4084.0467729162365,282.4232616203608,816.8093545832473,56.48465232407216,868.8419247660056,712.7991016579978,25.0,3.544,25.0,32,10.0,20.65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,4789.236556009138
6,RandomSlotting,RoundRobinBatching,LargestGapRouting,1996.7063684721024,128.03791929938006,399.34127369442047,25.607583859876012,478.1047285939432,253.82273133944878,25.0,3.256,25.0,5,7.75,19.64516129032258,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,11238.845848934758
7,RandomSlotting,RoundRobinBatching,LargestGapRouting,3283.391328807552,242.63091841794557,656.6782657615104,48.52618368358912,789.1674335577197,571.3680398091126,25.0,3.08,25.0,30,10.0,19.25,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,8209.380365306746
8,RandomSlotting,RoundRobinBatching,LargestGapRouting,3424.059860806009,243.09021912902244,684.8119721612018,48.61804382580449,789.6140947378287,636.5005543668384,25.0,2.968,25.0,28,10.0,20.2,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,116.7,3929.474500260596
9,RandomSlotting,RoundRobinBatching,LargestGapRouting,3652.5767899321413,269.1683731096031,730.5153579864283,53.83367462192063,859.9755639063424,508.94068800483427,25.0,3.576,25.0,33,10.0,19.5,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,436.8,20848.4491495161
10,RandomSlotting,RoundRobinBatching,LargestGapRouting,3033.0499584083846,239.401110186853,606.6099916816769,47.880222037370594,717.427059713669,556.8260631585525,25.0,3.616,25.0,36,10.0,17.7,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,150.3,4368.714578962037
1,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2546.25,239.25000000000003,509.25,47.85000000000001,549.25,495.25,25.0,4.008,25.0,37,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,522.0
2,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2550.25,242.6722222222222,510.05,48.534444444444446,571.25,473.25,25.0,4.152,25.0,44,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,1777.2
3,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2397.75,189.61666666666665,479.55,37.923333333333325,571.25,449.75,25.0,3.992,25.0,19,10.0,20.6,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,2705.075
4,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2478.25,244.07222222222222,495.65,48.81444444444445,519.25,445.25,25.0,4.064,25.0,33,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,946.8
5,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2506.25,226.02777777777777,501.25,45.20555555555555,533.25,449.25,25.0,3.544,25.0,35,10.0,20.6,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,982.0
6,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2496.25,212.13888888888889,499.25,42.427777777777784,535.25,459.25,25.0,3.256,25.0,27,10.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,1048.0
7,RandomSlotting,RoundRobinBatching,HybridCombinedRouting,2530.25,222.89444444444445,506.05,44.57888888888888,531.25,469.25,25.0,3.08,25.0,35,10.0,19.8,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,1129.2
