Iteration,Slotting,Batching,Routing,Total Distance Walked (m),Total Time (min),Average Picker Distance (m),Average Picker Time (min),Max Picker Distance (m),Min Picker Distance (m),Average Orders per Picker,Average Lines per Order,Average Batch Size,SKU Overlap,Average Aisles Visited,Average Penetration Depth,Picks by Class (%),Average Distance to A-class SKU,Orders Variance,Lines Variance,Distance Variance
22,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,837.25,74.93888888888888,167.45,14.987777777777778,269.25,61.75,25.0,3.888,25.0,29,6.0,18.583333333333332,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,175.2,9823.075
23,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1021.75,89.37222222222223,204.35,17.874444444444446,287.75,3.75,25.0,4.208,25.0,17,6.75,15.518518518518519,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,4001.2,13808.675
24,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1254.25,104.87222222222222,250.85,20.974444444444444,315.25,165.75,25.0,3.864,25.0,19,7.25,19.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1564.3,2979.05
25,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1401.75,119.15000000000002,280.35,23.830000000000002,349.25,179.75,25.0,3.352,25.0,25,7.5,18.733333333333334,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1082.7,5148.675
26,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,192.25,14.605555555555554,38.45,2.9211111111111108,119.75,9.75,25.0,3.76,25.0,3,2.25,9.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,218.5,2275.95
27,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1090.25,90.22777777777779,218.05,18.045555555555556,287.25,143.25,25.0,3.336,25.0,17,7.5,16.466666666666665,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,668.3,2609.2
28,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1205.75,99.79444444444444,241.15,19.95888888888889,355.25,161.75,25.0,3.352,25.0,16,7.0,19.785714285714285,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,355.2,6483.175
29,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1269.75,107.21666666666667,253.95,21.44333333333333,361.25,115.75,25.0,4.384,25.0,28,6.75,19.14814814814815,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2386.8,13711.075
30,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,988.25,82.96111111111112,197.65,16.592222222222222,285.25,121.25,25.0,3.816,25.0,26,6.0,17.5,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,391.8,5868.8
31,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1052.75,85.39444444444445,210.55,17.07888888888889,341.75,9.75,25.0,4.168,25.0,18,6.0,18.916666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2061.2,15273.2
32,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1091.25,98.58333333333331,218.25,19.71666666666666,343.25,129.25,25.0,3.688,25.0,26,7.5,19.666666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,440.7,6894.875
33,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,41.25,5.916666666666667,8.25,1.1833333333333333,8.25,8.25,25.0,4.168,25.0,2,2.0,2.5,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,689.7,0.0
34,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1150.25,99.89444444444445,230.05,19.97888888888889,303.75,165.75,25.0,4.224,25.0,31,7.25,20.862068965517242,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1098.8,3855.95
35,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1179.25,103.53888888888888,235.85,20.70777777777778,371.25,67.75,25.0,4.256,25.0,30,7.75,18.032258064516128,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1658.3,11755.175
36,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1217.75,105.72777777777779,243.55,21.145555555555557,275.75,161.25,25.0,4.448,25.0,30,7.25,17.896551724137932,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2860.7,2510.575
37,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1271.75,106.26111111111112,254.35,21.252222222222223,355.25,153.75,25.0,4.488,25.0,32,7.5,18.533333333333335,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2043.2,5093.675
38,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1093.75,94.30555555555557,218.75,18.86111111111111,293.75,79.75,25.0,3.728,25.0,23,6.25,17.8,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1086.7,8907.875
39,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1210.25,102.5611111111111,242.05,20.512222222222217,389.25,171.75,25.0,3.928,25.0,28,7.5,20.533333333333335,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,615.2,8905.95
40,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,881.75,75.26111111111112,176.35,15.052222222222223,301.25,65.75,25.0,3.096,25.0,16,6.5,18.076923076923077,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,734.3,11213.675
41,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1133.25,95.51666666666668,226.65,19.10333333333334,389.75,49.75,25.0,4.248,25.0,26,6.5,19.384615384615383,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2408.7,14639.675
42,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1225.75,101.90555555555555,245.15,20.38111111111111,391.25,165.75,25.0,4.144,25.0,39,8.0,17.9375,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,479.8,8390.175
43,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1135.75,105.23888888888888,227.15,21.047777777777775,295.75,137.25,25.0,3.44,25.0,27,7.0,18.571428571428573,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,612,4654.675
44,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,892.75,82.50555555555556,178.55,16.501111111111115,198.25,115.25,25.0,2.648,25.0,15,6.5,17.03846153846154,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,679.2,1293.45
45,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1044.75,93.88333333333331,208.95,18.776666666666664,277.75,135.75,25.0,3.536,25.0,25,7.75,18.35483870967742,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,758.8,4633.2
46,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1155.25,100.00555555555555,231.05,20.00111111111111,327.25,19.75,25.0,4.048,25.0,20,6.75,18.77777777777778,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3224.7,17225.075
47,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1299.75,110.88333333333334,259.95,22.176666666666666,383.25,159.75,25.0,3.872,25.0,30,7.25,15.96551724137931,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2225.2,12971.075
48,AffinitySlotting,GreedyProximityBatching,SideGroupedRouting,1135.75,94.90555555555555,227.15,18.981111111111108,363.25,173.75,25.0,4.2,25.0,25,7.25,18.862068965517242,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1645.5,6312.675
