Iteration,Slotting,Batching,Routing,Total Distance Walked (m),Total Time (min),Average Picker Distance (m),Average Picker Time (min),Max Picker Distance (m),Min Picker Distance (m),Average Orders per Picker,Average Lines per Order,Average Batch Size,SKU Overlap,Average Aisles Visited,Average Penetration Depth,Picks by Class (%),Average Distance to A-class SKU,Orders Variance,Lines Variance,Distance Variance
2,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1524.25,118.20555555555556,304.85,23.641111111111112,371.25,149.25,25.0,4.552,25.0,27,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2175.2,8866.8
3,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1596.75,120.81666666666666,319.35,24.163333333333334,345.75,213.75,25.0,3.76,25.0,28,8.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1325.5,3484.8
4,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1557.75,122.61666666666666,311.55,24.523333333333333,415.25,123.75,25.0,4.512,25.0,26,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1993.7,12471.075
5,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1606.75,116.0388888888889,321.35,23.20777777777778,371.25,253.75,25.0,3.848,25.0,27,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2014.2,2517.05
6,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1321.25,100.36111111111111,264.25,20.072222222222226,371.25,191.75,25.0,3.352,25.0,14,6.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1083.2,5670.875
7,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1235.75,91.12777777777777,247.15,18.225555555555555,345.75,173.25,25.0,3.2,25.0,25,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,705.5,5625.675
8,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1607.25,117.71666666666667,321.45,23.543333333333333,371.25,217.25,25.0,2.768,25.0,21,8.25,20.363636363636363,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,876.2,3638.075
9,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1146.25,88.80555555555557,229.25,17.761111111111113,320.25,135.25,25.0,3.592,25.0,26,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1676.7,7679.5
10,AffinitySlotting,GreedyProximityBatching,SShapeRouting,1333.25,100.9611111111111,266.65,20.19222222222222,367.75,201.25,25.0,3.896,25.0,24,7.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1035.8,5696.675
1,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1546.3035262980934,110.6956339177354,309.2607052596187,22.13912678354708,565.7230384994451,147.52666940994547,25.0,3.88,25.0,24,6.75,20.333333333333332,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,864,34946.97106421641
2,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,2097.465345916959,138.61034102037686,419.4930691833918,27.722068204075374,521.6476710372785,154.03235049461085,25.0,4.472,25.0,33,7.25,20.586206896551722,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1814.2,23143.7729211689
3,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,2149.393888976672,148.76430864392606,429.8787777953344,29.75286172878521,514.6390281343927,205.66401859488883,25.0,4.224,25.0,35,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1533.8,17064.912719768243
4,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1098.6465974244113,75.08103549832025,219.72931948488227,15.016207099664049,389.89303026960874,23.75,25.0,3.56,25.0,11,5.5,20.09090909090909,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,5874.5,32592.062312892
5,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1842.231958540872,126.93848796757493,368.4463917081744,25.387697593514986,485.54174162388284,130.1106797749979,25.0,3.496,25.0,21,7.75,19.838709677419356,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2438.3,21166.976275527217
6,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1599.0420028656215,114.86760006368048,319.8084005731243,22.973520012736095,521.0360605392175,155.30333881989094,25.0,3.288,25.0,21,7.25,20.379310344827587,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,552.7,27363.51794225064
7,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1633.7990245823771,117.3066449907195,326.75980491647545,23.461328998143905,549.6790908088262,112.80333881989094,25.0,2.848,25.0,20,7.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1274.7,40902.38297131494
8,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,2051.9549699007293,135.26566599779397,410.3909939801459,27.053133199558797,506.3859913308358,282.6623532757824,25.0,2.728,25.0,19,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1532.2,11190.23174678021
9,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1916.5523380052723,135.25671862233938,383.3104676010545,27.051343724467877,517.758209482729,215.02666940994547,25.0,3.584,25.0,23,7.75,19.838709677419356,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1017.8,13140.128255443387
10,AffinitySlotting,GreedyProximityBatching,LargestGapRouting,1863.392970667043,128.0753993481565,372.67859413340864,25.6150798696313,444.97704063466114,298.8335441655439,25.0,3.712,25.0,25,7.5,20.4,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,268.7,3285.5413099361954
1,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1172.25,93.05,234.45,18.61,345.75,127.75,25.0,4.128,25.0,32,7.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1179.2,10386.45
2,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1437.25,108.27222222222223,287.45,21.654444444444447,359.75,149.75,25.0,4.568,25.0,25,7.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2076.7,6499.575
3,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1095.25,81.3388888888889,219.05,16.26777777777778,362.25,23.75,25.0,3.88,25.0,17,5.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1323,22098.95
4,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1544.25,109.31666666666668,308.85,21.863333333333337,399.25,217.25,25.0,4.512,25.0,19,7.5,20.466666666666665,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,3634.7,6540.8
5,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1357.25,104.16111111111111,271.45,20.832222222222224,371.25,187.25,25.0,3.896,25.0,29,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1530.8,7775.075
6,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,821.25,59.25,164.25,11.85,317.25,71.75,25.0,3.088,25.0,5,5.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1280.2,14770.875
7,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1145.25,84.78333333333333,229.05,16.956666666666667,347.75,101.25,25.0,3.136,25.0,21,7.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,816.8,15195.575
8,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1361.75,97.59444444444445,272.35,19.518888888888892,387.25,165.75,25.0,3.056,25.0,28,7.75,20.419354838709676,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,801.8,11259.675
9,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1331.75,100.59444444444445,266.35,20.11888888888889,401.25,149.75,25.0,3.672,25.0,33,6.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1367.2,10436.675
10,AffinitySlotting,GreedyProximityBatching,HybridCombinedRouting,1477.75,115.17222222222222,295.55,23.034444444444443,395.25,235.75,25.0,3.904,25.0,40,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,552.8,4654.075
1,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,841.75,82.03888888888888,168.35,16.407777777777778,369.25,41.75,25.0,3.624,25.0,37,6.25,16.12,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,642.8,18752.175
2,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,1090.25,95.89444444444443,218.05,19.178888888888885,293.25,165.75,25.0,3.808,25.0,30,7.0,17.071428571428573,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1413.2,4157.95
3,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,934.75,86.77222222222221,186.95,17.354444444444443,301.75,137.75,25.0,3.624,25.0,22,7.5,14.6,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,469.8,4623.2
4,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,827.25,79.38333333333334,165.45,15.876666666666667,283.25,87.75,25.0,3.616,25.0,18,6.5,14.153846153846153,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,2495.3,8689.575
5,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,782.25,71.38333333333334,156.45,14.276666666666667,339.25,21.75,25.0,3.392,25.0,20,6.0,18.083333333333332,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,360.2,20285.45
6,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,791.25,67.58333333333333,158.25,13.516666666666667,281.25,81.75,25.0,2.912,25.0,9,6.0,13.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,952.2,8263.875
7,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,682.25,68.82777777777777,136.45,13.765555555555553,293.25,37.75,25.0,2.968,25.0,17,5.75,14.391304347826088,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,487.2,12423.95
8,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,1045.75,89.90555555555555,209.15,17.981111111111108,319.75,91.75,25.0,2.976,25.0,17,7.75,16.225806451612904,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,536.8,12269.675
9,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,1114.25,92.7611111111111,222.85,18.55222222222222,357.25,157.75,25.0,3.112,25.0,26,7.5,15.8,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,994.7,7325.55
10,AffinitySlotting,SeedSavingsBatching,SideGroupedRouting,932.75,89.0611111111111,186.55,17.812222222222218,301.75,107.75,25.0,3.704,25.0,31,7.0,16.428571428571427,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,230.8,8959.2
1,AffinitySlotting,SeedSavingsBatching,SShapeRouting,936.25,71.80555555555556,187.25,14.36111111111111,371.25,49.75,25.0,3.552,25.0,12,5.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,772.7,18992.75
2,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1102.25,86.16111111111111,220.45,17.232222222222223,371.25,97.75,25.0,3.992,25.0,34,6.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,207.2,17069.45
3,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1195.75,91.57222222222222,239.15,18.314444444444444,437.25,98.25,25.0,3.56,25.0,24,7.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,527,24375.8
4,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1106.25,88.58333333333333,221.25,17.716666666666665,327.25,119.75,25.0,3.84,25.0,28,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,480.5,8842.25
5,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1036.25,81.36111111111111,207.25,16.272222222222222,319.75,71.75,25.0,3.456,25.0,24,6.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,194.3,15660.25
6,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1128.75,87.41666666666667,225.75,17.483333333333334,349.25,145.75,25.0,3.024,25.0,21,6.75,20.22222222222222,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,622.8,6030.125
7,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1149.25,87.20555555555555,229.85,17.441111111111113,371.25,145.25,25.0,2.936,25.0,28,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,444.8,13475.675
8,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1328.75,94.19444444444443,265.75,18.83888888888889,415.25,219.75,25.0,2.728,25.0,15,7.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,868.7,7033.25
9,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1443.25,108.07222222222222,288.65,21.61444444444444,367.25,171.75,25.0,3.312,25.0,22,6.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,458.2,5160.175
10,AffinitySlotting,SeedSavingsBatching,SShapeRouting,1600.25,118.5611111111111,320.05,23.71222222222222,437.25,193.75,25.0,3.704,25.0,37,7.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,120.3,7509.45
1,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1568.4953336780754,113.85545185951278,313.6990667356151,22.771090371902556,455.9382332922122,232.39303026960874,25.0,3.768,25.0,25,6.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,372.2,8869.693218328248
2,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1449.842707719173,101.55206017153718,289.9685415438346,20.310412034307433,461.19532877250396,82.11067977499789,25.0,3.688,25.0,20,6.75,20.333333333333332,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1437.2,36408.01661839541
3,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1621.2135397665995,116.36030088370222,324.2427079533199,23.272060176740446,500.0970514838325,194.98786206749648,25.0,3.792,25.0,34,6.5,20.53846153846154,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,21.2,16940.541694833108
4,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1535.003412411431,106.44452027580958,307.0006824822862,21.288904055161918,555.2272701187721,95.52666940994547,25.0,4.032,25.0,22,6.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,165.2,41960.15109779043
5,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,938.334913551329,66.85188696780732,187.6669827102658,13.370377393561462,380.31470098922176,61.75,25.0,3.256,25.0,4,5.0,20.1,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,931.8,18896.152465735056
6,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1279.024227282042,88.42276060626759,255.80484545640837,17.68455212125352,369.8147009892217,140.61636085966327,25.0,2.872,25.0,6,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,672.7,11987.889791298638
7,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1430.6550897466796,98.45900199437065,286.1310179493359,19.69180039887413,537.9632930081685,66.84616192789883,25.0,2.816,25.0,15,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1439.8,48438.239116229866
8,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1475.2292547780396,104.78287232840087,295.04585095560793,20.956574465680173,560.0904616703242,141.26136216933077,25.0,2.824,25.0,23,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1534.3,35444.31616385445
9,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1528.3437208344858,108.62986046298856,305.66874416689717,21.72597209259771,497.62007090426994,71.75,25.0,3.2,25.0,16,7.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,237.5,46272.300145909154
10,AffinitySlotting,SeedSavingsBatching,LargestGapRouting,1753.9606689867164,116.64357042192702,350.7921337973433,23.328714084385403,578.9634123434959,205.66401859488883,25.0,3.704,25.0,20,7.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,34.8,20680.229888009915
1,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1079.75,88.99444444444445,215.95,17.79888888888889,419.25,97.75,25.0,3.816,25.0,25,6.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,25.8,23811.575
2,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1587.25,117.2722222222222,317.45,23.45444444444444,403.25,193.75,25.0,4.024,25.0,37,8.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,892.8,12756.075
3,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1332.25,98.27222222222221,266.45,19.654444444444444,479.25,145.75,25.0,3.64,25.0,25,6.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,425.5,18315.95
4,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1728.25,125.40555555555555,345.65,25.08111111111111,393.75,253.75,25.0,4.112,25.0,32,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,164.7,2859.05
5,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,958.25,76.62777777777777,191.65,15.325555555555553,321.25,49.75,25.0,3.488,25.0,28,6.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,156.2,17923.55
6,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,964.25,72.7611111111111,192.85,14.55222222222222,301.75,75.75,25.0,2.792,25.0,14,5.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1116.2,12422.55
7,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,853.25,63.29444444444445,170.65,12.65888888888889,409.75,23.75,25.0,2.816,25.0,13,5.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1022.8,25703.55
8,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1137.25,89.27222222222221,227.45,17.854444444444443,379.25,119.75,25.0,3.024,25.0,27,6.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,88.3,12078.575
9,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1195.75,91.23888888888888,239.15,18.247777777777777,367.75,167.75,25.0,3.168,25.0,29,6.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1280.2,6158.675
10,AffinitySlotting,SeedSavingsBatching,HybridCombinedRouting,1060.25,86.22777777777777,212.05,17.24555555555555,369.25,97.75,25.0,3.48,25.0,28,6.25,20.2,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,1073.5,14229.45
1,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1247.25,110.05,249.45,22.009999999999998,291.25,229.75,25.0,4.008,25.0,43,8.25,18.09090909090909,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,609.575
2,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1524.25,121.87222222222222,304.85,24.374444444444446,371.25,237.25,25.0,4.152,25.0,39,8.5,17.88235294117647,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,2298.8
3,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1476.25,119.47222222222221,295.25,23.894444444444442,321.25,265.25,25.0,3.992,25.0,32,8.25,18.03030303030303,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,718.0
4,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1548.25,130.40555555555554,309.65,26.08111111111111,343.25,281.25,25.0,4.064,25.0,34,9.0,17.555555555555557,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,770.8
5,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1338.75,112.41666666666667,267.75,22.483333333333334,301.25,247.25,25.0,3.544,25.0,30,8.25,18.393939393939394,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,500.25
6,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1474.25,119.42777777777779,294.85,23.885555555555563,337.25,281.25,25.0,3.256,25.0,27,9.0,18.444444444444443,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,570.8
7,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1205.75,95.12777777777778,241.15,19.025555555555556,289.75,203.25,25.0,3.08,25.0,25,7.75,16.677419354838708,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,1007.3
8,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1432.25,115.49444444444445,286.45,23.09888888888889,341.25,263.25,25.0,2.968,25.0,24,8.5,18.764705882352942,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,116.7,1113.2
9,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1466.75,125.26111111111113,293.35,25.052222222222227,325.25,261.75,25.0,3.576,25.0,40,9.0,16.77777777777778,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,436.8,798.05
10,AffinitySlotting,RoundRobinBatching,SideGroupedRouting,1379.25,109.65,275.85,21.93,307.75,241.25,25.0,3.616,25.0,29,8.25,19.181818181818183,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,150.3,1114.675
1,AffinitySlotting,RoundRobinBatching,SShapeRouting,1679.25,122.31666666666666,335.85,24.46333333333333,367.75,301.25,25.0,4.008,25.0,30,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,1114.675
2,AffinitySlotting,RoundRobinBatching,SShapeRouting,1485.75,109.68333333333334,297.15,21.936666666666667,323.25,279.75,25.0,4.152,25.0,29,8.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,331.175
3,AffinitySlotting,RoundRobinBatching,SShapeRouting,1732.25,131.49444444444444,346.45,26.298888888888886,367.75,323.75,25.0,3.992,25.0,35,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,447.95
4,AffinitySlotting,RoundRobinBatching,SShapeRouting,1749.75,132.21666666666667,349.95,26.44333333333333,415.25,319.75,25.0,4.064,25.0,36,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,137.3,1526.575
5,AffinitySlotting,RoundRobinBatching,SShapeRouting,1496.25,107.58333333333333,299.25,21.516666666666666,371.25,231.25,25.0,3.544,25.0,19,8.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,349.8,2534.0
6,AffinitySlotting,RoundRobinBatching,SShapeRouting,1570.25,109.5611111111111,314.05,21.91222222222222,327.25,305.25,25.0,3.256,25.0,21,8.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,295.8,145.2
7,AffinitySlotting,RoundRobinBatching,SShapeRouting,1632.25,118.60555555555557,326.45,23.721111111111114,389.75,297.75,25.0,3.08,25.0,22,8.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,69,1417.95
8,AffinitySlotting,RoundRobinBatching,SShapeRouting,1643.75,117.8611111111111,328.75,23.57222222222222,415.25,301.75,25.0,2.968,25.0,18,8.75,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,116.7,2424.875
9,AffinitySlotting,RoundRobinBatching,SShapeRouting,1761.25,135.80555555555554,352.25,27.161111111111108,389.75,301.75,25.0,3.576,25.0,32,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,436.8,1325.875
10,AffinitySlotting,RoundRobinBatching,SShapeRouting,1749.75,131.21666666666667,349.95,26.243333333333332,371.25,297.75,25.0,3.616,25.0,36,9.25,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,150.3,958.575
1,AffinitySlotting,RoundRobinBatching,LargestGapRouting,1172.4291321089563,68.05398071353237,234.48582642179127,13.610796142706473,288.3575240972296,182.02579003578126,25.0,4.008,25.0,4,6.0,20.166666666666668,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,380.2,1563.7919853786598
2,AffinitySlotting,RoundRobinBatching,LargestGapRouting,2606.430865633122,173.2540192362916,521.2861731266244,34.650803847258324,610.2877394886668,454.4972531967685,25.0,4.152,25.0,44,9.0,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,106.7,3513.61659686209
3,AffinitySlotting,RoundRobinBatching,LargestGapRouting,2364.900633407043,162.22001407571207,472.98012668140865,32.44400281514241,544.452050174165,406.71841972599555,25.0,3.992,25.0,38,8.5,21.0,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",,0,343.2,4441.534457680453
